,station,site,date,chla_surf,diss_o_surf,ph_surf,salinity_surf,turbidity_surf,temp_surf,suspended_solids_surf,nitrates_surf,depth_bott,chla_bott,diss_o_bott,ph_bott,salinity_bott,turbidity_bott,temp_bott,suspended_solids_bott,nitrates_bott,latitude,longitude,depth_m,temp_delta
18121,SM6,Southern,2002-11-18,4.8,6.5,8.1,33.0,10.6,23.0,1.8,0.07,Bottom Water,1.1,6.9,8.1,33.5,17.1,23.4,2.5,0.08,22.19166667,114.07905,14,0.3999999999999986
18122,SM6,Southern,2002-12-12,1.0,7.8,8.1,33.5,18.2,19.4,9.7,0.17,Bottom Water,0.6,8.2,8.1,33.9,21.7,19.5,11.0,0.16,22.19166667,114.07905,14,0.10000000000000142
18123,SM6,Southern,2003-01-08,1.7,6.8,8.0,33.0,9.8,17.5,5.6,0.03,Bottom Water,1.3,7.1,8.0,33.1,13.5,17.3,9.8,0.07,22.19166667,114.07905,14,-0.1999999999999993
18124,SM6,Southern,2003-02-07,1.8,7.2,8.3,32.7,6.5,17.0,1.6,0.01,Bottom Water,1.4,7.3,8.3,32.8,12.7,16.8,11.0,0.01,22.19166667,114.07905,14,-0.1999999999999993
18133,SM6,Southern,2003-11-17,1.8,6.5,8.2,33.4,11.4,24.4,5.4,0.05,Bottom Water,1.4,6.1,8.2,33.5,13.1,24.5,8.4,0.03,22.19166667,114.07905,14,0.10000000000000142
18134,SM6,Southern,2003-12-19,1.6,7.0,8.3,33.7,9.2,19.1,4.2,0.11,Bottom Water,1.7,7.1,8.3,33.7,10.4,19.0,5.0,0.1,22.19166667,114.07905,14,-0.10000000000000142
18135,SM6,Southern,2004-01-08,8.0,8.2,8.3,33.5,7.9,18.6,2.9,0.04,Bottom Water,7.0,8.5,8.3,33.4,7.0,18.3,1.9,0.03,22.19166667,114.07905,14,-0.3000000000000007
18136,SM6,Southern,2004-02-19,0.8,7.0,8.3,34.2,3.3,19.7,0.5,0.02,Bottom Water,1.0,7.3,8.4,34.1,4.9,18.4,4.3,0.05,22.19166667,114.07905,14,-1.3000000000000007
18145,SM6,Southern,2004-11-22,2.0,6.3,8.1,33.1,13.6,23.3,6.2,0.14,Bottom Water,0.9,6.1,8.1,33.3,18.2,23.1,7.7,0.05,22.19166667,114.07905,14,-0.1999999999999993
18146,SM6,Southern,2004-12-08,0.7,7.2,8.2,33.4,14.3,21.3,14.0,0.09,Bottom Water,0.4,6.5,8.2,33.4,20.4,21.1,29.0,0.1,22.19166667,114.07905,14,-0.1999999999999993
18147,SM6,Southern,2005-01-07,2.5,6.8,8.2,33.2,10.4,17.9,4.2,0.06,Bottom Water,2.4,6.8,8.2,33.2,13.8,17.7,7.0,0.07,22.19166667,114.07905,14,-0.1999999999999993
18148,SM6,Southern,2005-02-22,1.2,7.2,8.3,32.8,8.2,15.9,2.8,0.13,Bottom Water,1.2,7.1,8.3,32.8,9.0,15.9,1.7,0.12,22.19166667,114.07905,14,0.0
18157,SM6,Southern,2005-11-21,1.1,7.0,8.1,33.3,16.6,24.2,12.0,0.04,Bottom Water,1.6,6.9,8.1,33.3,33.7,24.1,29.0,0.05,22.19166667,114.07905,14,-0.09999999999999787
18158,SM6,Southern,2005-12-08,0.8,6.5,8.1,33.2,16.6,21.5,5.4,0.07,Bottom Water,0.8,6.8,8.1,33.2,21.5,21.1,13.0,0.07,22.19166667,114.07905,14,-0.3999999999999986
18159,SM6,Southern,2006-01-16,3.9,8.3,8.3,32.8,6.0,17.6,1.6,0.03,Bottom Water,6.4,9.1,8.3,32.8,9.2,17.3,2.5,0.01,22.19166667,114.07905,14,-0.3000000000000007
18160,SM6,Southern,2006-02-22,0.6,8.1,8.2,32.5,6.9,19.0,0.5,0.2,Bottom Water,1.9,8.6,8.2,32.9,9.7,18.2,2.8,0.16,22.19166667,114.07905,14,-0.8000000000000007
18169,SM6,Southern,2006-11-08,1.7,7.0,8.0,33.3,17.1,25.6,5.4,0.07,Bottom Water,1.1,7.1,8.0,33.3,23.3,25.4,14.0,0.07,22.19166667,114.07905,14,-0.20000000000000284
18170,SM6,Southern,2006-12-07,2.5,7.0,7.9,33.3,14.5,23.1,3.6,0.04,Bottom Water,2.6,7.0,7.9,33.4,22.3,22.8,11.0,0.05,22.19166667,114.07905,14,-0.3000000000000007
18171,SM6,Southern,2007-01-05,1.2,6.5,7.5,33.5,14.1,19.2,4.5,0.11,Bottom Water,0.2,6.7,7.6,33.5,21.6,19.1,8.4,0.11,22.19166667,114.07905,14,-0.09999999999999787
18172,SM6,Southern,2007-02-26,2.1,5.4,8.3,33.8,9.8,19.9,3.6,0.04,Bottom Water,2.1,7.1,8.3,33.8,12.4,19.9,5.8,0.04,22.19166667,114.07905,14,0.0
18181,SM6,Southern,2007-11-07,3.4,5.9,8.2,33.2,4.3,23.8,14.0,0.12,Bottom Water,1.6,6.1,8.2,33.2,4.3,23.8,28.0,0.12,22.19166667,114.07905,14,0.0
18182,SM6,Southern,2007-12-06,0.9,5.8,8.1,31.8,9.0,20.3,2.2,0.21,Bottom Water,0.6,6.7,8.1,31.8,13.0,20.0,4.6,0.19,22.19166667,114.07905,14,-0.3000000000000007
18183,SM6,Southern,2008-01-10,3.2,4.7,8.2,31.8,6.4,19.0,20.0,0.14,Bottom Water,4.2,7.3,8.2,31.7,6.9,18.9,3.0,0.14,22.19166667,114.07905,14,-0.10000000000000142
18184,SM6,Southern,2008-02-14,1.4,8.2,7.6,31.9,10.5,14.1,4.2,0.23,Bottom Water,1.2,8.4,7.8,31.9,14.3,14.0,11.0,0.22,22.19166667,114.07905,14,-0.09999999999999964
18193,SM6,Southern,2008-11-13,1.2,6.1,8.2,33.0,3.9,25.4,4.4,0.04,Bottom Water,0.9,6.3,8.2,33.0,4.7,25.1,5.6,0.04,22.19166667,114.07905,14,-0.29999999999999716
18194,SM6,Southern,2008-12-04,1.4,6.6,8.1,33.1,6.9,22.0,8.4,0.07,Bottom Water,1.4,6.7,8.1,33.1,9.5,21.9,12.0,0.08,22.19166667,114.07905,14,-0.10000000000000142
18195,SM6,Southern,2009-01-07,2.0,6.5,8.1,33.4,6.2,18.6,7.4,0.1,Bottom Water,1.0,6.0,8.1,33.4,7.7,18.6,8.4,0.1,22.19166667,114.07905,14,0.0
18196,SM6,Southern,2009-02-06,1.9,6.7,8.1,33.5,2.4,18.3,3.9,0.07,Bottom Water,1.5,6.8,8.1,33.5,5.2,18.2,6.6,0.07,22.19166667,114.07905,14,-0.10000000000000142
18205,SM6,Southern,2009-11-12,3.8,7.0,8.1,32.8,3.6,25.8,3.7,0.1,Bottom Water,1.9,7.0,8.2,33.2,2.9,25.5,3.4,0.03,22.19166667,114.07905,14,-0.3000000000000007
18206,SM6,Southern,2009-12-07,1.2,6.5,7.9,33.2,6.8,20.8,7.7,0.09,Bottom Water,1.0,6.9,7.9,33.2,6.8,20.8,10.0,0.09,22.19166667,114.07905,14,0.0
18207,SM6,Southern,2010-01-20,2.6,8.3,7.9,32.2,4.0,17.4,4.7,0.13,Bottom Water,1.5,8.0,7.9,32.2,5.6,17.0,11.0,0.12,22.19166667,114.07905,14,-0.3999999999999986
18208,SM6,Southern,2010-02-04,0.5,7.7,7.9,32.8,5.7,17.9,7.5,0.13,Bottom Water,0.8,7.7,7.9,32.8,7.3,17.9,9.3,0.14,22.19166667,114.07905,14,0.0
18217,SM6,Southern,2010-11-11,0.8,6.3,8.0,32.6,3.6,23.7,4.2,0.14,Bottom Water,0.2,6.2,8.0,32.6,5.0,22.9,3.9,0.15,22.19166667,114.07905,14,-0.8000000000000007
18218,SM6,Southern,2010-12-08,3.4,7.1,8.1,32.5,3.1,21.3,4.5,0.11,Bottom Water,3.0,7.1,8.1,32.5,3.7,21.1,5.2,0.1,22.19166667,114.07905,14,-0.1999999999999993
18219,SM6,Southern,2011-01-13,0.7,7.2,7.9,33.0,5.4,16.6,5.2,0.16,Bottom Water,0.6,7.2,7.9,33.0,6.0,16.4,7.7,0.15,22.19166667,114.07905,14,-0.20000000000000284
18220,SM6,Southern,2011-02-17,0.6,7.7,7.9,31.8,2.2,15.1,1.3,0.22,Bottom Water,0.5,7.6,7.9,31.9,10.1,14.9,6.1,0.24,22.19166667,114.07905,14,-0.1999999999999993
18229,SM6,Southern,2011-12-07,0.7,7.2,7.8,31.9,2.4,21.5,2.2,0.19,Bottom Water,0.7,7.0,7.8,32.3,4.2,21.1,4.3,0.2,22.19166667,114.07905,14,-0.3999999999999986
18230,SM6,Southern,2012-01-11,5.6,8.7,8.0,31.0,3.3,17.0,4.1,0.24,Bottom Water,2.4,8.5,8.0,31.0,6.3,16.9,12.0,0.26,22.19166667,114.07905,14,-0.10000000000000142
18231,SM6,Southern,2012-02-22,1.3,8.0,8.1,31.5,3.8,15.9,4.9,0.26,Bottom Water,1.2,7.9,8.0,31.5,7.4,15.7,8.9,0.29,22.19166667,114.07905,14,-0.20000000000000107
18240,SM6,Southern,2012-11-22,1.0,6.4,7.9,32.2,3.2,24.5,3.3,0.34,Bottom Water,0.8,6.6,7.9,33.1,3.6,23.7,4.6,0.12,22.19166667,114.07905,14,-0.8000000000000007
18241,SM6,Southern,2012-12-17,1.1,7.1,7.8,33.1,3.3,21.0,3.4,0.08,Bottom Water,1.3,7.1,7.8,33.1,3.4,20.9,4.1,0.14,22.19166667,114.07905,14,-0.10000000000000142
18242,SM6,Southern,2013-01-21,0.5,7.8,8.0,31.9,6.6,17.1,1.1,0.22,Bottom Water,0.9,8.0,8.0,32.3,7.5,16.9,1.1,0.18,22.19166667,114.07905,14,-0.20000000000000284
18243,SM6,Southern,2013-02-27,3.1,8.8,8.0,32.1,1.1,19.1,1.2,0.08,Bottom Water,3.9,8.6,8.0,32.2,1.8,18.1,1.4,0.09,22.19166667,114.07905,14,-1.0
18252,SM6,Southern,2013-11-25,1.0,4.9,8.1,32.4,4.7,22.5,5.4,0.27,Bottom Water,0.9,6.6,8.1,32.8,11.1,22.5,13.0,0.19,22.19166667,114.07905,14,0.0
18253,SM6,Southern,2013-12-16,1.3,5.8,8.2,32.9,13.9,19.6,17.0,0.04,Bottom Water,1.1,6.9,8.2,33.3,11.1,20.2,18.0,0.15,22.19166667,114.07905,14,0.5999999999999979
18254,SM6,Southern,2014-01-17,1.0,5.5,8.2,32.8,3.4,16.7,2.4,0.15,Bottom Water,1.1,8.2,8.2,32.8,3.1,16.3,3.3,0.15,22.19166667,114.07905,14,-0.3999999999999986
18255,SM6,Southern,2014-02-13,0.6,7.6,8.0,33.3,2.9,16.5,1.7,0.07,Bottom Water,1.9,8.0,8.0,33.3,1.2,16.6,1.6,0.06,22.19166667,114.07905,14,0.10000000000000142
18264,SM6,Southern,2014-11-17,7.8,7.5,8.2,33.0,4.8,24.1,7.1,0.01,Bottom Water,6.2,7.7,8.2,33.0,4.1,24.1,5.2,0.01,22.19166667,114.07905,14,0.0
18265,SM6,Southern,2014-12-10,8.9,7.4,8.0,32.6,5.3,21.2,4.7,0.05,Bottom Water,6.9,7.4,8.0,32.6,8.2,21.2,8.7,0.02,22.19166667,114.07905,14,0.0
18266,SM6,Southern,2015-01-09,0.9,5.8,7.9,31.7,5.8,17.6,1.0,0.13,Bottom Water,0.7,7.7,7.9,31.9,4.5,17.6,8.3,0.11,22.19166667,114.07905,14,0.0
18267,SM6,Southern,2015-02-25,0.7,7.4,7.9,31.5,1.1,18.3,1.3,0.27,Bottom Water,1.2,7.6,7.9,32.3,1.1,17.4,1.8,0.13,22.19166667,114.07905,14,-0.9000000000000021
18276,SM6,Southern,2015-11-25,1.6,5.9,7.8,31.4,4.2,25.8,2.2,0.31,Bottom Water,2.0,6.4,7.9,33.1,4.6,25.4,3.8,0.1,22.19166667,114.07905,14,-0.40000000000000213
18277,SM6,Southern,2015-12-17,1.1,6.8,7.7,33.0,5.7,20.8,6.4,0.11,Bottom Water,1.5,6.9,7.8,33.0,8.5,20.7,29.0,0.11,22.19166667,114.07905,14,-0.10000000000000142
18278,SM6,Southern,2016-01-18,5.9,6.8,7.7,31.5,2.5,18.7,13.0,0.15,Bottom Water,3.0,7.4,7.7,31.9,2.8,18.8,11.0,0.13,22.19166667,114.07905,14,0.10000000000000142
18279,SM6,Southern,2016-02-29,2.0,8.3,7.7,31.1,2.8,16.3,0.9,0.14,Bottom Water,2.2,8.0,7.7,31.4,3.0,16.0,0.8,0.14,22.19166667,114.07905,14,-0.3000000000000007
18288,SM6,Southern,2016-11-21,1.2,5.8,8.0,31.6,21.0,25.4,4.8,0.17,Bottom Water,0.8,6.2,7.9,31.6,7.5,25.4,11.0,0.17,22.19166667,114.07905,14,0.0
18289,SM6,Southern,2016-12-19,3.3,7.3,8.1,30.7,5.4,21.3,15.0,0.11,Bottom Water,4.2,7.6,8.1,30.8,5.1,21.1,12.0,0.13,22.19166667,114.07905,14,-0.1999999999999993
18290,SM6,Southern,2017-01-11,1.9,7.6,8.2,31.1,0.6,20.1,8.3,0.09,Bottom Water,1.3,7.7,8.2,31.1,0.8,20.1,8.8,0.09,22.19166667,114.07905,14,0.0
18291,SM6,Southern,2017-02-15,1.0,6.3,7.8,31.1,5.4,16.9,4.8,0.23,Bottom Water,1.1,7.8,7.7,31.1,11.2,16.8,8.1,0.22,22.19166667,114.07905,14,-0.09999999999999787
18300,SM6,Southern,2017-11-09,1.0,5.6,7.9,33.1,3.8,25.0,21.0,0.08,Bottom Water,1.8,6.3,7.9,33.1,15.7,24.9,40.0,0.09,22.19166667,114.07905,14,-0.10000000000000142
18301,SM6,Southern,2017-12-11,0.7,6.9,7.9,33.2,2.2,21.1,4.0,0.12,Bottom Water,0.7,6.9,7.9,33.2,3.5,20.9,11.0,0.12,22.19166667,114.07905,14,-0.20000000000000284
18302,SM6,Southern,2018-01-18,1.2,7.3,8.2,32.6,8.8,17.3,2.1,0.16,Bottom Water,1.4,8.0,8.2,32.4,7.8,16.8,3.0,0.16,22.19166667,114.07905,14,-0.5
18303,SM6,Southern,2018-02-24,1.8,7.9,7.7,32.8,0.5,16.9,5.8,0.11,Bottom Water,1.8,7.8,7.7,32.8,1.0,16.6,7.4,0.12,22.19166667,114.07905,14,-0.29999999999999716
18312,SM6,Southern,2018-11-14,1.3,6.6,7.9,33.1,2.6,24.7,12.0,0.03,Bottom Water,1.1,6.6,7.9,33.1,5.2,24.7,16.0,0.03,22.19166667,114.07905,14,0.0
18313,SM6,Southern,2018-12-12,0.9,4.4,8.0,33.2,7.5,20.9,17.0,0.02,Bottom Water,0.6,5.3,8.0,33.6,8.5,22.0,26.0,0.02,22.19166667,114.07905,14,1.1000000000000014
18314,SM6,Southern,2019-01-10,0.2,6.8,8.0,32.5,2.8,18.6,9.2,0.15,Bottom Water,0.2,7.5,8.0,32.6,3.3,18.5,14.0,0.15,22.19166667,114.07905,14,-0.10000000000000142
18315,SM6,Southern,2019-02-20,0.9,7.2,8.1,32.5,0.3,20.1,1.5,0.03,Bottom Water,0.8,8.0,8.1,32.5,0.4,19.4,1.2,0.04,22.19166667,114.07905,14,-0.7000000000000028
18324,SM6,Southern,2019-11-08,1.1,6.4,7.9,33.3,6.7,25.7,4.2,0.03,Bottom Water,1.1,6.3,7.9,33.4,4.9,25.6,4.9,0.04,22.19166667,114.07905,14,-0.09999999999999787
18325,SM6,Southern,2019-12-06,0.7,6.8,8.1,33.5,13.0,21.1,35.0,0.08,Bottom Water,0.6,6.8,8.1,33.5,13.9,21.0,35.0,0.06,22.19166667,114.07905,14,-0.10000000000000142
18326,SM6,Southern,2020-01-15,3.0,5.8,8.3,32.5,3.7,19.7,4.5,0.08,Bottom Water,3.6,7.8,8.3,32.5,2.7,19.7,6.3,0.09,22.19166667,114.07905,14,0.0
18327,SM6,Southern,2020-02-27,1.7,6.9,8.3,33.3,5.5,19.2,10.0,0.06,Bottom Water,1.1,7.2,8.2,33.3,3.4,19.0,16.0,0.07,22.19166667,114.07905,14,-0.1999999999999993
18336,SM6,Southern,2020-11-09,2.0,6.6,7.9,32.7,3.9,23.7,2.0,0.1,Bottom Water,1.9,6.9,7.9,32.7,3.1,23.6,1.6,0.11,22.19166667,114.07905,14,-0.09999999999999787
18337,SM6,Southern,2020-12-17,0.7,5.5,7.7,31.8,4.7,20.0,11.0,0.2,Bottom Water,0.8,6.3,7.7,31.9,8.7,20.0,12.0,0.19,22.19166667,114.07905,14,0.0
18338,SM6,Southern,2021-01-07,9.1,5.9,7.8,31.3,4.5,18.0,3.2,0.19,Bottom Water,6.1,6.7,7.8,31.3,4.7,18.1,4.0,0.2,22.19166667,114.07905,14,0.10000000000000142
18339,SM6,Southern,2021-02-03,8.7,5.9,7.9,32.2,3.4,17.8,9.8,0.07,Bottom Water,9.4,9.6,7.9,32.2,5.4,17.8,9.2,0.06,22.19166667,114.07905,14,0.0
18348,SM6,Southern,2021-11-01,11.0,5.8,7.7,33.1,21.9,26.1,4.8,0.18,Bottom Water,8.0,5.8,7.7,33.4,11.1,26.1,5.9,0.15,22.19166667,114.07905,14,0.0
18349,SM6,Southern,2021-12-17,6.5,6.9,7.7,33.8,7.6,21.5,4.6,0.04,Bottom Water,7.4,6.5,7.7,33.8,12.9,21.2,13.0,0.03,22.19166667,114.07905,14,-0.3000000000000007
18350,SM6,Southern,2022-01-10,0.6,7.2,7.6,33.7,12.3,20.6,4.5,0.14,Bottom Water,0.5,6.7,7.7,34.1,14.9,20.7,6.3,0.06,22.19166667,114.07905,14,0.09999999999999787
18351,SM6,Southern,2022-02-11,1.6,5.1,7.5,33.6,6.0,18.5,3.5,0.06,Bottom Water,0.9,7.1,7.6,33.6,6.2,18.2,12.0,0.04,22.19166667,114.07905,14,-0.3000000000000007
18360,SM6,Southern,2022-11-11,1.0,6.4,7.3,32.9,29.3,23.5,2.4,0.15,Bottom Water,0.9,6.3,7.3,33.2,49.2,23.3,3.8,0.17,22.19166667,114.07905,14,-0.1999999999999993
18361,SM6,Southern,2022-12-05,1.1,7.2,8.1,32.8,4.0,22.7,16.0,0.1,Bottom Water,0.6,6.3,8.1,33.2,4.2,23.1,14.0,0.11,22.19166667,114.07905,14,0.40000000000000213
18364,SM7,Southern,1986-12-15,4.6,8.0,8.3,31.5,5.8,19.3,5.0,0.1,Bottom Water,4.6,7.2,8.3,31.8,8.5,19.3,10.0,0.11,22.229,114.07455,8,0.0
18365,SM7,Southern,1987-02-06,2.7,8.2,8.2,32.1,3.3,17.4,2.0,0.03,Bottom Water,3.6,8.0,8.2,32.3,8.6,17.1,4.0,0.05,22.229,114.07455,8,-0.29999999999999716
18370,SM7,Southern,1987-12-14,1.1,7.3,8.3,32.9,3.5,17.7,3.5,0.06,Bottom Water,1.1,7.3,8.3,33.0,5.0,17.6,9.0,0.06,22.229,114.07455,8,-0.09999999999999787
18371,SM7,Southern,1988-02-02,2.7,7.0,8.1,32.6,3.1,18.7,6.0,0.37,Bottom Water,2.1,7.4,8.2,32.6,3.8,17.9,6.5,0.09,22.229,114.07455,8,-0.8000000000000007
18376,SM7,Southern,1988-12-01,2.5,7.0,8.3,31.4,4.1,20.1,6.5,0.23,Bottom Water,2.1,6.9,8.3,31.5,5.6,19.7,8.0,0.23,22.229,114.07455,8,-0.40000000000000213
18377,SM7,Southern,1989-02-28,2.6,7.5,8.3,31.8,4.4,15.9,5.0,0.16,Bottom Water,2.1,7.6,8.3,32.4,5.6,15.6,7.5,0.1,22.229,114.07455,8,-0.3000000000000007
18382,SM7,Southern,1989-12-19,1.7,6.2,8.5,31.6,5.6,19.0,12.0,0.2,Bottom Water,1.7,6.2,8.5,31.7,9.9,18.9,20.0,0.19,22.229,114.07455,8,-0.10000000000000142
18383,SM7,Southern,1990-02-23,0.3,8.0,8.1,30.9,3.8,17.4,0.5,0.25,Bottom Water,1.1,6.1,8.1,31.1,3.9,17.3,2.0,0.19,22.229,114.07455,8,-0.09999999999999787
18388,SM7,Southern,1990-12-19,1.6,7.3,8.2,32.5,5.1,20.1,5.0,0.14,Bottom Water,1.6,6.9,8.2,32.5,9.9,19.9,1.0,0.16,22.229,114.07455,8,-0.20000000000000284
18389,SM7,Southern,1991-02-07,0.8,9.2,8.3,32.6,5.9,18.1,4.5,0.27,Bottom Water,0.3,6.9,8.3,32.6,6.7,17.9,4.5,0.32,22.229,114.07455,8,-0.20000000000000284
18394,SM7,Southern,1991-12-16,0.2,7.9,8.0,31.8,5.5,18.3,6.0,0.33,Bottom Water,0.8,7.6,8.0,31.8,5.9,17.4,5.5,0.29,22.229,114.07455,8,-0.9000000000000021
18395,SM7,Southern,1992-02-25,0.3,7.1,8.0,31.6,4.6,15.4,5.5,0.24,Bottom Water,0.5,7.3,8.0,31.8,5.9,15.3,8.0,0.19,22.229,114.07455,8,-0.09999999999999964
18400,SM7,Southern,1992-12-09,1.3,5.8,8.1,33.1,6.9,22.0,9.0,0.19,Bottom Water,0.9,5.7,8.1,33.0,5.8,20.1,7.0,0.19,22.229,114.07455,8,-1.8999999999999986
18401,SM7,Southern,1993-02-26,0.2,7.6,8.2,33.5,7.3,18.1,9.5,0.15,Bottom Water,0.4,7.7,8.2,33.5,15.0,18.0,17.0,0.16,22.229,114.07455,8,-0.10000000000000142
18406,SM7,Southern,1993-12-20,0.9,8.3,8.2,31.3,2.6,18.8,2.8,0.14,Bottom Water,0.6,7.1,8.2,31.4,4.7,18.6,13.0,0.16,22.229,114.07455,8,-0.1999999999999993
18407,SM7,Southern,1994-02-03,2.3,8.2,8.2,31.7,2.8,17.2,3.6,0.18,Bottom Water,2.7,7.6,8.2,31.7,3.0,17.2,3.4,0.22,22.229,114.07455,8,0.0
18412,SM7,Southern,1994-12-08,0.7,6.7,8.1,32.3,7.0,22.5,11.0,0.21,Bottom Water,0.9,6.2,8.2,32.5,13.9,22.6,16.0,0.15,22.229,114.07455,8,0.10000000000000142
18417,SM7,Southern,1995-12-08,1.6,6.8,8.2,34.3,5.1,19.9,6.0,0.05,Bottom Water,1.4,6.6,8.1,34.4,5.3,19.7,7.0,0.07,22.229,114.07455,8,-0.1999999999999993
18418,SM7,Southern,1996-02-23,1.3,8.7,8.2,34.3,7.3,16.6,11.0,0.06,Bottom Water,0.9,6.9,8.3,34.4,4.7,16.6,14.0,0.04,22.229,114.07455,8,0.0
18423,SM7,Southern,1996-12-12,1.1,7.4,8.0,32.0,3.4,19.8,8.8,0.15,Bottom Water,1.3,7.2,8.0,32.0,4.2,19.4,12.0,0.16,22.229,114.07455,8,-0.40000000000000213
18424,SM7,Southern,1997-02-21,2.1,7.2,8.0,32.2,1.3,16.9,1.8,0.13,Bottom Water,1.6,8.1,8.1,32.4,1.4,16.2,3.1,0.14,22.229,114.07455,8,-0.6999999999999993
18429,SM7,Southern,1997-12-15,1.4,6.0,8.4,33.2,4.8,21.2,6.1,0.19,Bottom Water,2.4,5.8,8.4,33.2,6.1,20.9,9.4,0.19,22.229,114.07455,8,-0.3000000000000007
18430,SM7,Southern,1998-02-12,1.6,7.6,8.3,33.3,4.8,17.9,2.8,0.14,Bottom Water,2.1,8.3,8.2,33.3,6.4,16.9,8.0,0.16,22.229,114.07455,8,-1.0
18435,SM7,Southern,1998-12-11,2.4,4.4,8.2,30.9,5.9,20.2,6.9,0.21,Bottom Water,1.9,4.8,8.2,30.9,9.0,20.2,12.0,0.22,22.229,114.07455,8,0.0
18436,SM7,Southern,1999-02-10,4.0,8.4,8.3,31.7,3.4,18.6,1.8,0.19,Bottom Water,4.3,8.7,8.3,31.8,4.9,18.0,2.0,0.23,22.229,114.07455,8,-0.6000000000000014
18444,SM7,Southern,1999-11-22,5.5,6.3,7.9,31.6,9.0,23.4,5.4,0.26,Bottom Water,4.8,6.8,7.9,31.6,11.4,23.3,7.0,0.26,22.229,114.07455,8,-0.09999999999999787
18445,SM7,Southern,1999-12-15,2.1,6.9,7.9,31.2,8.2,20.7,5.7,0.18,Bottom Water,1.2,7.0,7.8,31.2,16.4,20.1,16.0,0.21,22.229,114.07455,8,-0.5999999999999979
18446,SM7,Southern,2000-01-20,16.0,8.5,8.1,31.7,4.9,17.7,2.4,0.08,Bottom Water,14.0,8.7,8.1,31.7,5.9,17.7,2.0,0.1,22.229,114.07455,8,0.0
18447,SM7,Southern,2000-02-23,0.5,7.0,8.0,31.4,6.7,16.5,3.3,0.2,Bottom Water,0.5,7.1,8.0,31.4,7.2,16.4,4.4,0.19,22.229,114.07455,8,-0.10000000000000142
18456,SM7,Southern,2000-11-22,2.0,6.7,7.9,32.9,9.5,22.1,5.3,0.11,Bottom Water,1.4,6.7,7.9,32.9,9.9,21.9,5.2,0.11,22.229,114.07455,8,-0.20000000000000284
18457,SM7,Southern,2000-12-15,3.6,6.6,8.0,32.0,9.2,20.3,5.8,0.19,Bottom Water,1.9,7.0,8.0,32.1,12.4,20.1,8.2,0.24,22.229,114.07455,8,-0.1999999999999993
18458,SM7,Southern,2001-01-17,0.6,7.6,8.1,31.4,6.1,18.6,2.2,0.2,Bottom Water,1.3,8.0,8.1,31.4,12.6,18.3,8.8,0.23,22.229,114.07455,8,-0.3000000000000007
18459,SM7,Southern,2001-02-09,1.7,7.2,8.3,31.8,12.3,17.0,5.0,0.29,Bottom Water,1.8,7.0,8.3,31.9,22.9,16.6,21.0,0.32,22.229,114.07455,8,-0.3999999999999986
18468,SM7,Southern,2001-11-14,1.4,5.2,8.2,32.2,15.6,23.7,10.0,0.08,Bottom Water,1.6,5.3,8.2,32.3,15.2,23.7,11.0,0.07,22.229,114.07455,8,0.0
18469,SM7,Southern,2001-12-13,1.1,5.0,8.1,32.0,14.6,21.0,14.0,0.24,Bottom Water,0.2,5.2,8.1,32.0,14.8,21.0,15.0,0.24,22.229,114.07455,8,0.0
18470,SM7,Southern,2002-01-17,1.7,6.3,7.9,31.7,9.4,18.7,5.4,0.36,Bottom Water,2.0,6.8,7.9,32.8,9.3,18.2,5.6,0.19,22.229,114.07455,8,-0.5
18471,SM7,Southern,2002-02-06,2.4,7.2,7.9,33.5,9.4,16.5,2.2,0.09,Bottom Water,2.4,7.7,7.9,33.6,10.0,16.1,3.4,0.08,22.229,114.07455,8,-0.3999999999999986
18480,SM7,Southern,2002-11-18,6.1,6.7,8.0,32.9,13.4,22.9,4.6,0.17,Bottom Water,3.4,6.8,8.0,32.9,14.5,22.9,6.2,0.17,22.229,114.07455,8,0.0
18481,SM7,Southern,2002-12-12,1.0,7.5,8.1,33.6,14.7,19.9,6.8,0.19,Bottom Water,0.8,7.9,8.1,33.7,16.0,19.8,7.6,0.19,22.229,114.07455,8,-0.09999999999999787
18482,SM7,Southern,2003-01-08,1.7,6.7,8.0,33.1,11.2,17.6,5.9,0.04,Bottom Water,1.4,7.3,8.0,33.1,10.5,17.3,5.7,0.05,22.229,114.07455,8,-0.3000000000000007
18483,SM7,Southern,2003-02-07,3.4,7.1,8.4,32.3,5.5,17.1,3.3,0.02,Bottom Water,4.2,7.0,8.3,32.4,8.7,17.0,7.4,0.04,22.229,114.07455,8,-0.10000000000000142
18492,SM7,Southern,2003-11-17,1.3,5.2,8.1,33.1,13.2,24.5,8.4,0.2,Bottom Water,1.0,5.4,8.1,33.1,14.6,24.5,15.0,0.19,22.229,114.07455,8,0.0
18493,SM7,Southern,2003-12-19,5.0,6.9,8.3,33.9,11.8,19.5,7.4,0.11,Bottom Water,5.7,7.2,8.3,33.9,12.6,19.5,7.9,0.11,22.229,114.07455,8,0.0
18494,SM7,Southern,2004-01-08,15.0,8.2,8.3,33.4,7.5,19.2,2.5,0.12,Bottom Water,16.0,8.7,8.2,33.4,7.9,19.0,3.6,0.19,22.229,114.07455,8,-0.1999999999999993
18495,SM7,Southern,2004-02-19,1.6,7.1,8.2,33.6,5.4,18.4,3.9,0.22,Bottom Water,1.7,7.1,8.2,33.7,7.6,17.4,8.2,0.23,22.229,114.07455,8,-1.0
